X,Result
0.001000,-2.119789
0.002000,-2.087046
0.003000,-2.055553
0.004000,-2.025247
0.005000,-1.996066
0.006000,-1.967956
0.007000,-1.940861
0.008000,-1.914732
0.009000,-1.889520
0.010000,-1.865182
0.011000,-1.841674
0.012000,-1.818957
0.013000,-1.796992
0.014000,-1.775745
0.015000,-1.755180
0.016000,-1.735267
0.017000,-1.715975
0.018000,-1.697276
0.019000,-1.679142
0.020000,-1.661548
0.021000,-1.644471
0.022000,-1.627886
0.023000,-1.611772
0.024000,-1.596110
0.025000,-1.580878
0.026000,-1.566060
0.027000,-1.551636
0.028000,-1.537592
0.029000,-1.523910
0.030000,-1.510577
0.031000,-1.497577
0.032000,-1.484898
0.033000,-1.472526
0.034000,-1.460449
0.035000,-1.448656
0.036000,-1.437135
0.037000,-1.425877
0.038000,-1.414871
0.039000,-1.404108
0.040000,-1.393578
0.041000,-1.383274
0.042000,-1.373186
0.043000,-1.363307
0.044000,-1.353630
0.045000,-1.344147
0.046000,-1.334851
0.047000,-1.325737
0.048000,-1.316798
0.049000,-1.308027
0.050000,-1.299420
0.051000,-1.290970
0.052000,-1.282674
0.053000,-1.274525
0.054000,-1.266519
0.055000,-1.258651
0.056000,-1.250917
0.057000,-1.243314
0.058000,-1.235836
0.059000,-1.228481
0.060000,-1.221243
0.061000,-1.214121
0.062000,-1.207110
0.063000,-1.200208
0.064000,-1.193411
0.065000,-1.186716
0.066000,-1.180120
0.067000,-1.173621
0.068000,-1.167215
0.069000,-1.160901
0.070000,-1.154676
0.071000,-1.148537
0.072000,-1.142483
0.073000,-1.136510
0.074000,-1.130618
0.075000,-1.124803
0.076000,-1.119064
0.077000,-1.113399
0.078000,-1.107806
0.079000,-1.102284
0.080000,-1.096830
0.081000,-1.091444
0.082000,-1.086123
0.083000,-1.080865
0.084000,-1.075670
0.085000,-1.070537
0.086000,-1.065462
0.087000,-1.060446
0.088000,-1.055487
0.089000,-1.050584
0.090000,-1.045735
0.091000,-1.040939
0.092000,-1.036196
0.093000,-1.031504
0.094000,-1.026861
0.095000,-1.022268
0.096000,-1.017722
0.097000,-1.013224
